review_id,prof_ID,rating,predicted_topic,review_clauses,similarity
31,544,4.0,instructional_effectiveness,"she helped me with brevity, but wanted me to change my writing style to match the way she liked it.",[0.39 0.17 0.17]
31,544,4.0,instructional_effectiveness,"she was a decent professor, and is very willing to help.",[0.40 0.19 0.26]
32,544,3.5,instructional_effectiveness,i took into to cinema studies from her and loved it.,[0.33 0.15 0.20]
32,544,3.5,instructional_effectiveness,great teacher which allot of film experience.,[0.46 0.22 0.29]
32,544,3.5,instructional_effectiveness,she will work with you to sharpen your writing skills.,[0.37 0.17 0.26]
32,544,3.5,instructional_effectiveness,one of my favorite professors here on campus!,[0.34 0.13 0.13]
32,544,3.5,instructional_effectiveness,just be prepared to think outside the box about movies.,[0.25 0.07 0.22]
33,544,4.0,misc,"trouble is, if you have different opinions on the topics you talk about then she won't like you.",[0.12 0.05 0.01]
33,544,4.0,misc,as long as you stick to what she lays out you should be good.,[0.11 0.20 0.16]
33,544,4.0,instructional_effectiveness,"she wants very badly to have students she molds, if she can't mold you she'll throw you away.",[0.30 0.21 0.27]
34,544,4.5,misc,jans is wonderful.,[0.15 0.06 0.03]
34,544,4.5,instructional_effectiveness,her teaching methods are some of the best that i have experienced.,[0.49 0.31 0.23]
34,544,4.5,workload,"there is a good deal of time involved in the course, but if you like film criticism you won't mind.",[0.42 0.25 0.47]
34,544,4.5,instructional_effectiveness,"though the subject ended up not being my cup of tea, i still enjoyed going to class and doing the assignments.",[0.50 0.31 0.49]
35,544,5.0,instructional_effectiveness,jans is an excellent teacher!,[0.51 0.31 0.31]
35,544,5.0,misc,just awesome.,[0.09 0.02 -0.01]
35,544,5.0,misc,she is definitely organized.,[0.23 0.11 0.22]
35,544,5.0,instructional_effectiveness,"she wants class discussion, and that makes the class fun!",[0.49 0.29 0.33]
35,544,5.0,fairness,you can correct your papers at the end of the semester in your portfolio to have a better grade.,[0.34 0.42 0.40]
35,544,5.0,instructional_effectiveness,she is friendly and sincerly cares about student success.,[0.37 0.26 0.27]
35,544,5.0,workload,"word of caution, mandatory attendance and don't ever be late.",[0.32 0.38 0.44]
36,544,4.0,instructional_effectiveness,i loved this class!,[0.48 0.32 0.39]
36,544,4.0,misc,jans is very flexible and open minded.,[0.25 0.09 0.10]
36,544,4.0,instructional_effectiveness,she just wants to help students learn.,[0.51 0.26 0.30]
36,544,4.0,instructional_effectiveness,take her class!!,[0.27 0.25 0.26]
37,544,5.0,instructional_effectiveness,"jan is an amazing professor, and i highly recommend taking her for english.",[0.37 0.17 0.25]
37,544,5.0,fairness,"grades are easy to improve, as you can edit your writing assignments as much as you want to get a better grade.",[0.42 0.46 0.43]
38,544,5.0,instructional_effectiveness,she was an excellent teacher!,[0.40 0.26 0.18]
38,544,5.0,workload,very organized.,[0.27 0.09 0.31]
38,544,5.0,instructional_effectiveness,"she encouraged class discussion, which made the class fun!",[0.49 0.25 0.27]
38,544,5.0,instructional_effectiveness,had several papers to do which helped you to improve writing skills.,[0.43 0.18 0.37]
38,544,5.0,instructional_effectiveness,could correct papers to have a better grade.,[0.48 0.42 0.47]
38,544,5.0,instructional_effectiveness,she is also friendly and genuinely interested in student success.,[0.44 0.29 0.27]
38,544,5.0,misc,awesome all around!,[0.10 0.14 0.06]
39,544,4.0,instructional_effectiveness,writing in her class was fun.,[0.41 0.25 0.33]
39,544,4.0,instructional_effectiveness,i really liked how she would let students rewrite their papers till they got the grade they wanted.,[0.46 0.44 0.34]
39,544,4.0,instructional_effectiveness,it certainly kept my grade up!,[0.47 0.43 0.38]
40,544,5.0,instructional_effectiveness,jans has the most effective teaching style of any teacher i've met.,[0.44 0.26 0.22]
40,544,5.0,workload,"the material can be difficult, but she makes it very easy to do well.",[0.33 0.18 0.35]
40,544,5.0,workload,"you have a series of papers to write, if you get a bad score on them she will let you rewrite them for a better score.",[0.32 0.31 0.40]
40,544,5.0,fairness,you can continue rewriting them until you get the score you want.,[0.12 0.40 0.19]
40,544,5.0,instructional_effectiveness,"well prepared, helpfull.",[0.34 0.05 0.25]
40,544,5.0,misc,a,[0.11 0.09 0.03]
41,1122,1.5,misc,this guy is a quack!,[0.09 0.07 -0.04]
41,1122,1.5,misc,you never understand what he is saying!,[0.15 0.05 0.02]
42,1122,2.5,misc,warden's mind is sort of like a lottery ball machine... every now and then a ball will come firing out with a small piece of information but never in a sequential order.,[0.13 0.09 0.10]
42,1122,2.5,misc,nice guy though.,[0.04 0.12 -0.01]
43,1122,2.0,misc,he likes to talk about his cat and diareha.,[0.15 -0.04 0.01]
44,1122,1.5,misc,could i despise this man anymore?,[-0.03 0.05 -0.05]
44,1122,1.5,instructional_effectiveness,his lectures are one random topic after another.,[0.37 0.07 0.26]
44,1122,1.5,fairness,he is always late and never knows when the class is over... partially because he doesn't wear a watch.,[0.24 0.27 0.25]
44,1122,1.5,workload,lost every single one of my papers.,[0.13 0.07 0.30]
44,1122,1.5,misc,truly awful waste of time.,[0.10 0.07 0.09]
45,1122,4.5,instructional_effectiveness,"the lectures are sleep inducing unless u participate, he gives lots of credit if u do.",[0.50 0.20 0.47]
45,1122,4.5,workload,"study sheets for quizzes, so u know what 2 expect.",[0.45 0.28 0.57]
45,1122,4.5,workload,tests are do able if u read the material.,[0.22 0.25 0.47]
45,1122,4.5,workload,"8 page paper at the end, i'm so sick of doing philau papers.",[0.30 0.24 0.42]
46,1122,5.0,instructional_effectiveness,"thinks too much, knows too much, but all in all hes a great person to work with.",[0.35 0.22 0.23]
46,1122,5.0,instructional_effectiveness,though sometimes it looks like its painful for him to teach.. all the sweat is a shame..,[0.35 0.27 0.30]
47,1122,5.0,instructional_effectiveness,wonderful teacher!!,[0.46 0.31 0.24]
47,1122,5.0,instructional_effectiveness,he is kind and knows his stuff.,[0.34 0.11 0.06]
47,1122,5.0,misc,take him if you can!,[-0.07 0.02 -0.02]
48,1122,5.0,fairness,"talks sooooooo much, zzzzz.. where am i?, but very down to earth, fair grader if u do the work, participate in class, it really really helps ur grade, so do it!",[0.41 0.50 0.37]
49,155,3.0,instructional_effectiveness,i took his online class as an elective and regretted taking it by the end.,[0.35 0.26 0.32]
49,155,3.0,instructional_effectiveness,the information is interesting but he is a tough grader.,[0.47 0.42 0.38]
49,155,3.0,workload,his tests were hard and very confusing.,[0.33 0.35 0.49]
50,155,3.0,instructional_effectiveness,he gives quizzes that are hard to understand.,[0.35 0.22 0.29]
50,155,3.0,workload,the midterm and the final are a joke.,[0.21 0.34 0.35]
50,155,3.0,misc,the questions are twisted in such a way to just confuse you.,[0.22 0.07 0.17]
50,155,3.0,misc,which i think is his main goal.,[0.12 0.08 0.00]
50,155,3.0,workload,you will love the class and hate it at the end.,[0.36 0.34 0.49]
50,155,3.0,fairness,most of my classmates agreed with me on this.,[0.25 0.32 0.22]
50,155,3.0,workload,"good luck, you will need it!",[0.16 0.13 0.35]
51,155,4.0,instructional_effectiveness,best professor i've had at uvu.,[0.38 0.19 0.19]
51,155,4.0,workload,"if you show up, pay attention, participate, and read you'll learn a lot and get a good grade.",[0.48 0.41 0.61]
52,155,5.0,instructional_effectiveness,by far one of the best professors i've ever had.,[0.40 0.21 0.16]
52,155,5.0,instructional_effectiveness,he doesn't give busy work and he consistently checks to make sure that you're understanding the materials.,[0.46 0.29 0.39]
52,155,5.0,instructional_effectiveness,"great professor, highly recommend.",[0.39 0.15 0.27]
53,155,5.0,misc,bryan is awesome!,[0.08 0.00 -0.06]
53,155,5.0,instructional_effectiveness,he knows his stuff.,[0.29 0.04 0.10]
53,155,5.0,instructional_effectiveness,he knows how to teach for understanding and how to make all subjects interesting.,[0.62 0.27 0.28]
53,155,5.0,instructional_effectiveness,he expects quite a lot but is always there to help.,[0.28 0.16 0.19]
53,155,5.0,instructional_effectiveness,i came out learning a ton and loving the subject.,[0.44 0.18 0.38]
54,155,4.5,instructional_effectiveness,"really good professor, knows what he's talking about.",[0.50 0.29 0.32]
54,155,4.5,workload,"willing to work with you, tests kinda hard and expects a lot but makes it fun.",[0.35 0.24 0.37]
54,155,4.5,instructional_effectiveness,if you pay attention you will do well in the class.,[0.55 0.31 0.51]
54,155,4.5,instructional_effectiveness,has you make a language for this class as final project.,[0.38 0.18 0.25]
55,155,5.0,instructional_effectiveness,great teacher and fun class.,[0.55 0.36 0.40]
55,155,5.0,instructional_effectiveness,two thumbs up and totally recommend this professor to others.,[0.39 0.30 0.25]
56,155,5.0,workload,take this class!,[0.35 0.15 0.38]
56,155,5.0,misc,bryan is the man!,[0.05 -0.00 -0.06]
56,155,5.0,workload,do the reading and the assignments and study for midterm and final and you'll be fine.,[0.25 0.28 0.55]
56,155,5.0,instructional_effectiveness,"1st half is linguistics, which might be difficult for some, but he explains it well.",[0.48 0.14 0.31]
56,155,5.0,workload,work on your language creation project throughout the semester.,[0.30 0.17 0.39]
56,155,5.0,instructional_effectiveness,great class!,[0.40 0.25 0.31]
56,155,5.0,instructional_effectiveness,i loved class discussions and he includes everyone.,[0.46 0.19 0.20]
56,155,5.0,misc,take it!,[0.01 0.04 0.08]
57,155,3.0,instructional_effectiveness,before you take any of his classe you should have a masters in english.,[0.41 0.22 0.35]
57,155,3.0,misc,he cares more about your grammar than your content.,[0.25 0.07 0.09]
57,155,3.0,instructional_effectiveness,"he doesn't make very clear points, and he tests on things that he doesn't teach, and arent in the books.",[0.41 0.30 0.29]
57,155,3.0,instructional_effectiveness,nice man but perhaps not the best teacher.,[0.45 0.36 0.23]
58,155,5.0,instructional_effectiveness,language and culture this class was great.,[0.52 0.30 0.46]
58,155,5.0,workload,be patient through the linguistics and the culture part is awesome!,[0.32 0.12 0.38]
58,155,5.0,workload,be warned you will only get an a if you earn it completely.,[0.37 0.41 0.54]
58,155,5.0,workload,read everything asked of you and do the workbook assignments.,[0.38 0.37 0.64]
58,155,5.0,misc,brian's hilarious and extremely fair.,[0.16 0.12 -0.02]
58,155,5.0,instructional_effectiveness,very fun class.,[0.50 0.30 0.42]
58,155,5.0,misc,highly recommended.,[0.14 0.02 0.10]
59,155,5.0,instructional_effectiveness,bryan is one of the best asl and deaf history teachers i have ever had!,[0.41 0.21 0.20]
59,155,5.0,misc,pay attention and you can't go wrong.,[0.22 0.05 0.17]
60,155,4.5,instructional_effectiveness,he was my teacher for years.,[0.30 0.12 0.10]
60,155,4.5,instructional_effectiveness,"he knows alot about deaf culture, history and linguistics.",[0.43 0.10 0.26]
60,155,4.5,misc,i loved having him and it was a lot of fun.,[0.09 -0.00 -0.01]
60,155,4.5,instructional_effectiveness,it was very educational for me.,[0.51 0.15 0.26]
60,155,4.5,misc,"if it werent for him, then i wouldn't be able to know a lot of things because i am currente",[0.21 0.05 0.09]
61,155,5.0,misc,he is very good.,[0.25 0.12 0.08]
61,155,5.0,instructional_effectiveness,he likes to take the time to teach his students.,[0.63 0.26 0.34]
61,155,5.0,misc,he care's about how they do.,[0.14 0.15 0.06]
61,155,5.0,instructional_effectiveness,"if you don't understand something, he is willing to actually help you.",[0.38 0.01 0.09]
61,155,5.0,instructional_effectiveness,keeps class entertaining.,[0.57 0.26 0.33]
62,155,2.0,workload,i am very disappointed in this class.,[0.40 0.33 0.43]
62,155,2.0,instructional_effectiveness,i have decided against taking any asl classes because of this instructor.,[0.27 0.23 0.27]
62,155,2.0,workload,i have also changed my major because of this class.,[0.37 0.21 0.49]
63,155,5.0,instructional_effectiveness,very knowledgeable about the topic.,[0.40 0.10 0.23]
63,155,5.0,instructional_effectiveness,asl clear and easy to read.,[0.44 0.20 0.28]
63,155,5.0,instructional_effectiveness,"expects a lot from his students and makes you earn that a, but you come away from his classes with improved skill in asl and more knowledge about topics relating to the deaf.",[0.46 0.41 0.45]
63,155,5.0,misc,highly recomended.,[0.16 0.03 0.10]
65,155,5.0,misc,very interesting.,[0.19 0.01 0.13]
65,155,5.0,instructional_effectiveness,willing to help and respects people's oppinions.,[0.44 0.19 0.19]
65,155,5.0,instructional_effectiveness,very knowledgable about the subject.,[0.34 0.09 0.21]
66,155,4.5,instructional_effectiveness,very good asl deaf history teacher.,[0.47 0.22 0.31]
66,155,4.5,instructional_effectiveness,"well informed, clear signs and fair instructor.",[0.53 0.47 0.48]
67,1371,1.0,workload,took online course.,[0.34 0.21 0.44]
67,1371,1.0,workload,day after midterms i was the only one who turned in the next assignment.,[0.18 0.24 0.43]
67,1371,1.0,workload,rest of the year was 3 people turning in their homework.,[0.23 0.32 0.39]
67,1371,1.0,misc,"took off points for incorrect comments, not just incorrect code.",[0.09 0.22 0.03]
67,1371,1.0,misc,hyper specific.,[0.20 0.11 0.15]
67,1371,1.0,instructional_effectiveness,bad teacher.,[0.38 0.34 0.30]
67,1371,1.0,misc,"wouldnt even help me install the software properly, gave no link to online instructions either.",[0.05 -0.02 0.02]
68,1371,1.0,instructional_effectiveness,this professor should not teach.,[0.34 0.29 0.22]
68,1371,1.0,fairness,he does not actually care about whether or not his students fail.,[0.20 0.35 0.25]
68,1371,1.0,fairness,he does not give instruction but rather is a grader.,[0.42 0.44 0.36]
68,1371,1.0,instructional_effectiveness,"and when he does give feedback it's not productive, he just tells you what you did wrong.",[0.27 0.27 0.20]
68,1371,1.0,misc,there is no helpful criticism.,[0.17 0.16 0.08]
68,1371,1.0,misc,he is just out for an ego boost.,[-0.00 0.01 -0.03]
69,1371,1.0,instructional_effectiveness,he does not do a very good job of actually instructing.,[0.36 0.32 0.29]
69,1371,1.0,misc,if you can't meet with him during his how to schedule face to face meeting hours then you're screwed as far as learning more.,[0.20 0.02 0.22]
69,1371,1.0,instructional_effectiveness,good luck actually learning how to do anything from him.,[0.27 0.11 0.22]
70,1371,1.0,fairness,he will give you a zero for even the smallest of errors.,[0.14 0.27 0.20]
70,1371,1.0,instructional_effectiveness,"does not answer questions or help, just tells you to read the book.",[0.27 0.03 0.17]
70,1371,1.0,fairness,"his grading system is completely outrageous, and the class is more about following his ever growing set of rules than learning to code.",[0.33 0.54 0.36]
70,1371,1.0,instructional_effectiveness,not at all what i expected from an introductory coding class.,[0.41 0.28 0.34]
71,1371,1.0,fairness,"although this professor sticks to his syllabus when grading, his system is outrageous.",[0.36 0.54 0.41]
71,1371,1.0,fairness,"i was deducted 22 points from the first assignment, out of 20 points possible idk how that makes sense 10 of which was for a single incorrect output when my other six were correct.",[0.16 0.36 0.25]
71,1371,1.0,fairness,"gives no credit for correct lines of code, only deducts for wrong ones.",[0.13 0.27 0.11]
72,1371,1.0,instructional_effectiveness,"he doesn't answer questions, and won't meet with students unless you submit your questions to him first.",[0.30 0.20 0.27]
72,1371,1.0,workload,over 60 percent of the class has dropped out.,[0.30 0.34 0.40]
72,1371,1.0,fairness,"he has insulted students, and doesn't grade fairly.",[0.30 0.46 0.27]
72,1371,1.0,workload,i told him i was having trouble on quizzes.,[0.25 0.21 0.26]
72,1371,1.0,misc,he told me to read the book.,[0.22 0.03 0.12]
72,1371,1.0,misc,he is an embarrassment for dmacc.,[0.09 0.11 0.07]
72,1371,1.0,fairness,don't take his class.,[0.28 0.28 0.26]
73,1371,1.0,instructional_effectiveness,his syllabus announcements use 5 different fonts and is just a list of all of the things you aren't allowed to do.,[0.35 0.21 0.27]
73,1371,1.0,instructional_effectiveness,"this class isn't about learning to code, it's about remembering his rules.",[0.48 0.35 0.37]
73,1371,1.0,misc,don't bother asking him for help.,[0.10 0.06 0.08]
73,1371,1.0,misc,he won't answer questions.,[0.13 0.02 0.08]
73,1371,1.0,misc,"if you follow his rules on how to ask questions, he will respond, but he will not help you.",[0.11 -0.02 0.08]
