review_id,prof_ID,rating,misc_d,arousal,style,hook_score,review
10115,1011,5.0,0.61,0.1561408015979257,0.03125,0.07960031830528023,he was a great professor really knows his stuff. he absolutely loves the civil war and is very fond of it. highly reccomended!
11697,295,1.0,0.84,0.04899800654931531,0.15375,0.07915100398783041,"horrible!! run away, now! worst professor and class ever. i thought it would be really interesting but i was wrong. i never thought it was possible to make something so boring."
5919,162,1.0,0.61,0.10945933839943581,0.16000000000000003,0.07882900339070531,"this woman is extremely rude and hateful. the first day i ever attended school at vol state, i was lost and sent to her to ask her where i should go for my art class. i knocked on her door, and she proceeded to rip the door open and tell me off in front of her class for interupting her lecture. i was mortified. she ruined my first day of college."
4040,219,5.0,0.62,0.1470497928615413,0.04000000000000001,0.07862265490018434,"very flamboyant, fun, and direct personality, which i loved. she is very serious about you taking the time to learn, but learning a language is hard and she is preparing you to talk, write, and even sing in spanish. attendance is extremely important and i would also recommend doing the extra credit which will help you towards the end to get an a."
19532,687,2.0,0.71,0.1012681088262076,0.08458333333333333,0.07829520700661428,"she acts like questions take up her time why are you teaching?. she'll say something along the lines of well, i'm right in the middle of something, but if it's fast... then laugh like you misunderstood her standoffishness and shes really"
12661,390,1.0,0.62,0.10471341062896897,0.15625,0.07781768957586359,absolutely aweful!!! uncooperative and unwilling to help students! set in her ways and overdue for retirement!
16468,676,1.0,0.68,0.12420330414565872,0.04000000000000001,0.07749644762906031,"by far the worst teacher, i have had. wish i paid more attention to her reviews. majority are 100 percent accurate, save yourself the headache."
5322,430,5.0,0.7,0.12524984583090057,0.020000000000000004,0.07745371166540606,"great professor. loved her so much i am taking her again for lit 204. easy grader, wonderful personality. highly recommended."
18097,618,4.0,0.69,0.09923269827245638,0.09125,0.07518112343608402,"i loved charelsworth. he is really funny and his topics are intresting, they are easy to follow if you pay attention. he had a few fun feild trips where we got to go and look at the sky and you could get extra credit just by watching a space video! i loved the class. plus the book is really cheap because he made it, i think it was dollars 15.00"
13291,743,5.0,0.65,0.02657427033110132,0.33208333333333334,0.07483567756722972,"i took zumba with her... now like 3 times. it is my favorite class ever!!! i haven't taken many other zumba instructors but as far as i know, she is one of the best. super energetic, always fun, puts you in a good mood, and makes you sweat like crazy!!! you get a tough but super fun workout each time. take it! you don't have to know how to move danc"
13255,910,5.0,0.79,0.051622597320927846,0.15375,0.07403308382836274,"i would take his class a hundred times!!! the most hilarious man i have ever known. if it came down to hanging out with friends or going to critelli's class, i would not hesitate to cancel plans with friends."
2659,616,5.0,0.76,0.0975265996207673,0.04000000000000001,0.07389224294407425,seriously in love with this man.. he is so helpful and caring. best professor i've ever had. i highly recommend him.
8531,421,3.5,0.63,0.10756408570271714,0.11375,0.07369521922536232,"i love doctor phelps! if you take the time to go to his office hours, he will help you with anything you need! he helps a lot with homework and even exam questions. he does tend not to teach much during class but he makes up for it during office hours!"
19343,281,5.0,0.65,0.13295689788971365,0.020000000000000004,0.07334395798854625,you either loved him or hated him for the most part. i loved him as a prof
13499,914,5.0,0.64,0.1108735119013186,0.09125,0.07311923809347512,"i'm pretty sure i took every class this man taught. he's a great professor and a very nice man. he will answer any question you think to ask. and definitely go to greece with him, it was one of the best experiences of my life! love, from a member of the animal group."
10401,1263,5.0,0.62,0.12828272003881844,0.06,0.07287810540845253,"i really liked her. i had her twice, and she made me think. she does play favorites however, but if you participate she will like you. she is more about the thought behind things than the technicality of the work you do."
16875,783,5.0,1.0,0.0,0.20708333333333334,0.07247916666666666,i was always treated as an insider even though i wasn't a music major... i still get hugs when i go back after 10 years!!!
12733,35,1.5,0.65,0.12410031194642773,0.04000000000000001,0.0723710201521147,"terrible. just god awful. i have always understood math but this man just ruined it for me. quizzes are huge and don't even go along with the homework.. no matter what, avoid this teacher. he's extremely rude and talks down to his students. overall just a mean guy"
18465,1298,3.0,0.65,0.1379608845309787,0.0,0.07229795366768031,"he's a little man with a gigantic ego. loves to hear himself talk. definitely knows his stuff, but a poor teacher. very poor."
11563,1178,5.0,0.61,0.07407958116869144,0.21625,0.07135281612671472,"this man cracks me up! i absolutely love going to his class everyday! he is an awesome teacher! i think everyone needs to take a lit class with him! yah, go discussion board!"
18238,287,4.5,0.72,0.10895930681800403,0.020000000000000004,0.07084420893449461,"loved him. he rocks, so nice. he's kind of awkward but the best type of awkward. saw him downtown oly so that's cool. he is opinionated but doesn't force his ideas on you. i liked him."
19203,225,1.0,0.69,0.12338640992287968,0.0,0.07071979029473768,"easy class but she is rude, not helpful at all, tells you your answer is wrong and let's that be that. the lectures can be a bit confusing but the math is not hard to comprehend. take her if you feel comfortable with the subject must take it, but she is kind of awful."
8762,619,5.0,0.68,0.08285139868730634,0.1225,0.07050011815341431,"he is the greatest teacher he has such a passion for teaching! cumberland county stinks for not hiring him, i am taking my dads money else where! ps he has a nice arse. i wanna touch it"
11897,542,3.5,1.0,0.0,0.2,0.06999999999999999,"the made me feel bad about myself 3 times in one year, but i think that just taught me to be more confident in myself. so she helped me out in that manner. i think she has one mind set. its her way or the high way. i dont let her bother me, but i can't say i like her, actaully i dislike her a lot."
2102,484,3.5,0.87,0.006407154565652779,0.2275,0.0698135429257359,"mr quereshi is awesome!!! he was easy. i never understood what he was saying, but i'm also from an area in which people only speak english. he really tries to make you understand. he is pretty funny and has a great personality!! he never responds to emails, though. if you can, take him! profanity"
7359,327,3.0,0.88,0.012432475326358508,0.20500000000000002,0.06949374237901901,"she is horrible, worst spanish teacher ever!! i am a native speaker and she made me hate taking spanish. she has favorites too which is stupid, and because i spoke spanish well she automatically assumed we would be buddies. i don't think so!! just put this weird lady in her place and you will have no problems. just take phil."
11290,216,5.0,1.0,0.0,0.19833333333333333,0.06941666666666667,i also took art 208 with chris! he's soooo awesome! and very helpful... chris rocks my world! gosh!
2043,304,3.5,0.62,0.12002038294725681,0.0625,0.06927169248198253,she is a very nice teacher. most classmates likes her. she give the people good mark!!
1001,259,5.0,0.91,0.051789702901155525,0.08000000000000002,0.06926421817480953,"i thought he was weird at first, but i grew to love his weirdness. i love his sarcasm. i only pay attention to catch the few sarcastic jokes he throws out. good guy. teaches clearly. he also makes funny faces without noticing. he's super interesting haha"
12438,451,5.0,0.69,0.09038810363975806,0.08458333333333333,0.06877441525662138,"i thought she was fantastic. organized, thorough and fascinating. she was very punctual, always let you out early and was very clear on expectations. if you are one of those idiots who can't follow concise directions, or can't leave your phone alone for 45 minutes... do us all a favor and don't take her. if you can, you will love her!"
14031,1387,5.0,0.67,0.09255815471277487,0.09375,0.06875560341633327,"she is hard, but a lot of fun! definatly do the reading!!"
20000,316,5.0,0.76,0.09640200299504002,0.020000000000000004,0.06850927000549058,"extremely easy lab teacher, quizzes are a little difficult though. hes always there to help you and he is also very entertaining and loves his profession, which is hard to find, so the labs aren't bad, i would take him again."
19035,1223,3.5,0.72,0.08698446020370527,0.07125000000000001,0.0683776313485035,mentally the best professor i have ever had. he pushed my mind to new creative levels. love him! if you open your mind to him you can only gain.
12252,980,5.0,0.8,0.06716873313270803,0.08000000000000002,0.06809720211752696,"owen has been my favorite teacher at missouri state. upon writing this, i've discovered what has happened, and i am deeply saddened. owen was an outstanding person, and it is a great loss to missouri state and the world alike. i'll miss you, owen."
4350,1021,5.0,0.61,0.10288459067869432,0.11375,0.06798449427979178,she is the so great! very helpfull and a loving personality! i'm even taking her 122 class for spring. its hard to get in her class b c it get filled quikly so hurry if you want her strongly recommend her!
15071,965,4.5,0.78,0.06276280531717804,0.10250000000000001,0.06794934969737598,nina is the coolest person ever! i loved taking her class and i loved the music we got to sing. it was great!
11462,1302,5.0,0.67,0.09323020691109231,0.08458333333333333,0.06736465957647701,charismatic... can make jokes at himself and others. one of the best guys i've ever met. he infuses a love of cinema in you!
12650,146,3.5,0.64,0.12412304686618532,0.020000000000000004,0.06713499999548687,i can't believe he does not have a hot pepper cuz this instructor is hot stuff. he can teach too. fun class and funny guy.
14414,532,1.0,0.61,0.08717866492268314,0.15333333333333332,0.06710226952931976,i had the worse experience with this professor out of all of my communication professors. he doesn't explain his material and is very unclear on every subject... i wish i had known about this site before i took him because he is the worse. and to add insult to injury he has the nerve to make us writ in apa style and he doesn't even know what it is. i
11243,815,1.0,0.63,0.11624017647376733,0.051250000000000004,0.06709514429130731,omg! hard 2 understand. he seems knowledgeable just kind of unreasonable as a teacher. i would not take another class with this joker ever again. terrible overall.
1810,230,5.0,1.0,0.0,0.19166666666666665,0.06708333333333333,big up to the selektah massive inside! rinse out professor j mack propa... gunshots! boh! boh! maximum reeespect....
9698,1029,1.0,0.63,0.10805619072170138,0.07125000000000001,0.06650309577055916,"arrogant arrogant arrogant! this man is possibly the most arrogant assh i've ever met in my entire life and has zero people skills and basically doesn't admit when he makes a mistake. absolutely no help, arrives late to class, yet has expectations that you are on time and professional when he clearly is not. he should be fired immediately."
11594,836,4.5,0.62,0.08509686880295575,0.14500000000000002,0.06631887750608803,i love her!!! we get along great she is a wonderful teacher! profanity
10047,909,5.0,1.0,0.0,0.1875,0.06562499999999999,chaney is amazing!! had him for an 8am on a monday and he made it totally bearable! he is hilarious and gives you a lot of creative freedom! take him!!
5203,258,3.5,0.62,0.13431034396516284,0.0,0.06556876376846146,"knudsen's class was pretty cool. he's a nice guy and pretty funny, too."
1933,1145,1.0,0.93,0.009209079162361715,0.18000000000000002,0.06476140013296805,"me very hard working student and i take things very serious. she is 2 cold and her way is right way. her thread discussion is plain useless and waste of time 4 every1. i would not recommend anyone 2 take her. if i ever have her again in my wildest dream, i swear 2 god me going 2 drop out of her class 4 i breath with the same air as she is. i hate her"
762,1025,5.0,0.6,0.08985787346640475,0.13999999999999999,0.06453530777101947,i took this class online. i loved the program it was in snap. i knew exactly what was expected of me every week. i do not like the fact that the weeks are locked until current. sometimes i want to work ahead and cannot. she is totally responsive and very encouraging. she grades fast and is fair. i recommend this class for sure.
14857,296,5.0,0.68,0.09220482203052648,0.0625,0.06396938921375943,"this is the best professor ever! if you don't love him, you are a lazy incompetent waste of space!"
298,621,2.5,0.64,0.12411449177098274,0.0,0.06354661978674317,"do not be fooled by his seemingly nice appearance, he is an evil, self absorbed, tyrant. professor galt is much better and more open minded."
4729,818,5.0,0.88,0.031023970821001463,0.13125,0.06353270803229087,"best teacher ever! my fav. she's always watching out for me, and always there for me. she's always in my heart and on my mind"
7497,42,4.5,0.69,0.0769038862930806,0.09583333333333333,0.06330264693803468,"andy's one freaking awesome english teacher! 191 is designed to allow you to use and experiment with different kinds of media and andy asks you to do all of these... butt crazy things that you don't really understand why you're doing it, but at least it was fun and unpredictable! workload is kinda heavy, but if you keep up with it, you'll do well."
13257,910,4.5,0.62,0.0649103150988222,0.185,0.06329867320616867,i took his class becasue of the comments on this website. i couln't be more glad. love his sense of humor. very considerate of the working adults. didn't get to talk to him personally but i could tell he's a great person who cares. class challenging but great! would take him again in a heartbeat!!!
18882,839,3.0,0.67,0.08715238615420152,0.08000000000000002,0.06315171451406637,"i'm surprised to see that people had a positive experience with doctor fressola. she is disrespectful and condescending towards students. as someone whose original background is in teaching, her behavior is appalling. my dislike for her and her contempt for us did, however, motivate me to refuse to ever fail her exam. i passed out of spite emoji"
1846,260,1.0,0.68,0.052348484075270846,0.17125,0.06296350827615195,only had one class with him... he basically mentioned that you couldn't use clay.... he didn't feel like it was sculpture... too bad for you... too bad for uvic.. you lost a sculpture student... but i will continue with my clay.. phew on you!
12443,890,4.5,0.68,0.07930236635424226,0.09333333333333332,0.06278578039231317,"this guy has the easiest job i have ever seen... but he is a cool guy though so i would take this course with him. all you have to do is walk laps the whole time and you will get an a. he sweats alot, and ive never seen him work out, i find it funny"
12353,1385,5.0,0.94,0.017299239035135566,0.14666666666666667,0.06254924286305949,this man is amazing. sheer wisdom. love at first sight... that's all i have to say. i wish i could take chinese for the rest of my life. oh... and he tells the absolutely best jokes.
7514,172,1.0,0.61,0.09727661409234119,0.09375,0.06197773613190019,"worst. professor. ever!!! he was so boring, he didn't listen to students, and if anyone talked in class, he put them down. if you went to his office hours, he's always late and he won't respect your point of view he will argue with you and make you think you're wrong."
11894,542,5.0,0.62,0.11238549486703896,0.04000000000000001,0.061699943668124535,"i adore ms nodine. you earn whatever grade you get in her class, and if you are really trying you will be proud of what you create with her. she is always willing to help, don't be afraid to ask. i know she can seem a little intimidating at times, but look past that to one of the best professors and artist in the state."
3813,563,5.0,1.0,0.0,0.17625000000000002,0.0616875,love mrs austin!! she's the best and she's very easy to talk to about anything!!! i highly recommend her to anyone
6275,963,4.0,0.68,0.10952395112897005,0.0,0.06141471938940331,"great guy, always willing to meet and help out. super funny, made class worth going to. wish he was still at lu."
4465,1123,2.5,0.84,0.04694845579035053,0.09375,0.06140578372509967,"ware is rude!! does not follow his schedule, very opininated, if your opinion isn't the same as his, you are wrong and he will make you feel really stupid. likes to brag a lot about anything and everything. tests are hard! lots of busy work"
19531,687,5.0,0.63,0.079967206674564,0.12,0.06098933552659547,i really liked kaci. she taught pretty well and i felt like i got a good grasp of the subject. i really thought she was hot so maybe that had something to do with it. i could not take my attention off her.
18367,382,1.0,0.64,0.03417362366928776,0.24250000000000002,0.06095289531867533,"the worst french teacher ever. my wife, who is a native french national laughed everyday.... because i was literally being tought.... nothing! i learned more at home. i paid for this class?.... aviod this one guys. don't let the other posts fool you. its confusing and ridiculous. not easy either."
15070,965,5.0,0.69,0.05257120974966533,0.15333333333333332,0.06089098747760948,"ok, not the most amazing conducting ive seen, but i was spoiled at my previous college. i dont think she spends enough time with concert and i think she does play faves sometimes... but who doesnt. i like her, and am interested to see how my years at cmu play out"
19116,475,4.5,0.93,0.03178730288351575,0.10250000000000001,0.06068358053846318,"i like her! she does talk very, very fast lol. but she is entertaining and doesn't out me to sleep! very smart, smart woman. funny too, some of the stuff she says is so off the wall and out of nowhere when she does to make a point but it's like lol, that was funny."
12581,1206,2.0,0.71,0.05850270178804995,0.1225,0.06064988262378274,"i did not like him at all! i rather have a hard shenbagh,,, than an easy poemro.. i did not learn anything in class!"
6712,755,2.5,0.84,0.024183530349322385,0.15375,0.06004701578094959,"don't take schibig if you don't have to, take mann. this guy only cares about tennessee chesnut trees? how does that relate to a and p, i don't know. all test came from powere point. and he reads that power point word for word! very boring! ugh, and i liked this subject before i met him."
7655,731,1.0,0.68,0.012079042121669405,0.27,0.05976338414769236,i never ever had a professor like him. he is not a fair marker. he will give marks who will listen his own unuseful story?????????
11408,476,1.0,0.82,0.01950483471957903,0.17375000000000002,0.059638960730667705,"the worst teacher i have ever had. do not take him!!! he failed me, he has no mercy. good luck if you do, i am going all the way to ambler, so i don't have to take him."
19181,798,5.0,0.67,0.08754338088510938,0.06,0.059527212860954595,she has a very strange sense of humor but i found her very funny. she's very kind and always willing to help. i would definitely take her for other classes if i could.
9966,112,5.0,0.83,0.07156700478499332,0.020000000000000004,0.0594096967242975,i loved him so much. hes so great and approachable. fair grader
10486,573,5.0,0.61,0.10596341501446445,0.05333333333333334,0.05937691535855472,"i liked him, but closed minded at times. he came from left field at times and condescending. take him. easy essays, follows book... and will not let you sleep in class.."
7954,137,3.0,0.73,0.07630371036056449,0.05333333333333334,0.05923418976208632,"good teacher.. tough grader...4 essays for mini semester classes. she will tell you straight up in you face whatever you need to do and i loved that about her. just take her and dedicate your time your in college for reason. you will learn,"
7414,926,5.0,0.65,0.036035380546093204,0.21875,0.05900655376685774,"hi katz and kittens! mz. serra is the best teacher period! if other professors followed her exemplary way of teaching more students would love learning. but, alas, mz. serra is a cow! no really! she is a cow and oh so totally hot at the same time!! mz. serra however is not an easy a. she is a fun a!"
17962,519,5.0,0.71,0.0766311291601484,0.06,0.05840847069476927,"he was probably one of the best teachers i've had so far he was clear and enthusiastic. however, i heard from a professor that he had passed away a couple of weeks ago, which i sadly confirmed through an online news article on legacy. com that said he had passed on 10 19 2011. he will be dearly missed."
10337,875,5.0,0.6,0.11438698610971983,0.03125,0.058245557708993714,"theres not really much to say about her besides she is an amazing teacher. she loves what she does and when she starts to get in to it you can see her eyes light up. she is incredibly sweet, and will help you if you fall behind. tests and quizzes are open book, and the semester project is big! but worth it in the end."
375,924,1.0,1.0,0.0,0.165,0.057749999999999996,he is so intimidating and he makes his students afraid to particiapte in his class. i didn't like him at all and i would advise anyone who gets him to run!!! there are better ones out there!
12408,812,5.0,0.86,0.05796142578045211,0.04000000000000001,0.057391481580866426,"mrsbrown is full of energy every day, she always has a smile and she will help you as much as she can, all you have to do is ask. i like her and i enjoyed her class."
7236,1126,5.0,0.69,0.05651279892094729,0.1225,0.05696481729177544,"i loved her. im defintley taking her again. shes incredibly sweet, and has really good advice, and will help you with anything you need. coming into csm from another school was hard so i felt so relieved when she helped answer many of my questions. fair amount of essays, but topics are fun and relatable! research but she walks you through it!"
